,trial_id,country_name,recruitment_status,country_iso3
6505,2029,Italy,Ended,ITA
6506,2029,France,Ended,FRA
6507,2029,Poland,Ended,POL
6508,2030,Belgium,"Ongoing, recruitment ended",BEL
6509,2030,Poland,"Ongoing, recruitment ended",POL
6510,2030,France,"Ongoing, recruitment ended",FRA
6511,2030,Spain,"Ongoing, recruitment ended",ESP
6512,2030,Romania,"Ongoing, recruitment ended",ROU
6513,2030,Italy,"Ongoing, recruitment ended",ITA
6514,2030,Germany,"Ongoing, recruitment ended",DEU
6515,2030,Austria,"Ongoing, recruitment ended",AUT
6516,2031,Germany,Ended,DEU
6517,2031,France,Ended,FRA
6518,2032,Italy,"Ongoing, recruiting",ITA
6519,2032,Czechia,"Ongoing, recruiting",CZE
6520,2032,Germany,"Ongoing, recruiting",DEU
6521,2032,France,"Ongoing, recruiting",FRA
6522,2033,Netherlands,"Ongoing, recruitment ended",NLD
6523,2033,Czechia,"Ongoing, recruitment ended",CZE
6524,2033,Spain,"Ongoing, recruitment ended",ESP
6525,2033,Germany,"Ongoing, recruitment ended",DEU
6526,2033,Italy,"Ongoing, recruitment ended",ITA
6527,2033,Romania,"Ongoing, recruitment ended",ROU
6528,2033,Belgium,"Ongoing, recruitment ended",BEL
6529,2033,France,"Ongoing, recruitment ended",FRA
6530,2033,Poland,"Ongoing, recruitment ended",POL
6531,2034,Belgium,"Ongoing, recruitment ended",BEL
6532,2034,Spain,"Ongoing, recruitment ended",ESP
6533,2035,Italy,"Ongoing, recruitment ended",ITA
6534,2035,Spain,"Ongoing, recruitment ended",ESP
6535,2035,Poland,"Ongoing, recruitment ended",POL
6536,2035,France,"Ongoing, recruitment ended",FRA
6537,2036,Netherlands,"Ongoing, recruiting",NLD
6538,2037,Germany,Ended,DEU
6539,2038,Sweden,"Ongoing, recruiting",SWE
6540,2039,Italy,"Authorised, recruitment pending",ITA
6541,2040,Netherlands,Ended,NLD
6542,2040,Germany,Ended,DEU
6543,2040,France,Ended,FRA
6544,2040,Spain,Ended,ESP
6545,2040,Hungary,Ended,HUN
6546,2040,Belgium,Ended,BEL
6547,2041,Spain,Ended,ESP
6548,2042,Finland,"Authorised, recruitment pending",FIN
6549,2043,France,Ended,FRA
6550,2043,Poland,Ended,POL
6551,2043,Ireland,Ended,IRL
6552,2043,Greece,Ended,GRC
6553,2044,France,Ended,FRA
6554,2044,Germany,Ended,DEU
6555,2044,Poland,Ended,POL
6556,2045,France,"Ongoing, recruiting",FRA
6557,2045,Poland,"Ongoing, recruiting",POL
6558,2045,Spain,"Ongoing, recruiting",ESP
6559,2045,Greece,"Ongoing, recruiting",GRC
6560,2045,Belgium,"Ongoing, recruiting",BEL
6561,2045,Italy,"Ongoing, recruiting",ITA
6562,2045,Germany,"Ongoing, recruiting",DEU
6563,2046,Denmark,Ended,DNK
6564,2046,Hungary,Ended,HUN
6565,2046,Italy,Ended,ITA
6566,2046,Belgium,Ended,BEL
6567,2046,Spain,Ended,ESP
6568,2046,France,Ended,FRA
6569,2046,Norway,Ended,NOR
6570,2046,Poland,Ended,POL
6571,2046,Czechia,Ended,CZE
6572,2047,France,Ended,FRA
6573,2047,Spain,Ended,ESP
6574,2048,Finland,"Ongoing, recruitment ended",FIN
6575,2048,Spain,"Ongoing, recruitment ended",ESP
6576,2048,Denmark,"Ongoing, recruitment ended",DNK
6577,2048,Poland,"Ongoing, recruitment ended",POL
6578,2048,Germany,"Ongoing, recruitment ended",DEU
6579,2048,France,"Ongoing, recruitment ended",FRA
6580,2048,Netherlands,"Ongoing, recruitment ended",NLD
6581,2048,Italy,"Ongoing, recruitment ended",ITA
6582,2048,Sweden,"Ongoing, recruitment ended",SWE
6583,2049,France,"Authorised, recruitment pending",FRA
6584,2050,Netherlands,"Authorised, recruitment pending",NLD
6585,2050,Norway,"Authorised, recruitment pending",NOR
6586,2050,Sweden,"Authorised, recruitment pending",SWE
6587,2051,France,"Ongoing, recruiting",FRA
6588,2052,Germany,"Ongoing, recruitment ended",DEU
6589,2052,Italy,"Ongoing, recruitment ended",ITA
6590,2052,Spain,"Ongoing, recruitment ended",ESP
6591,2052,Poland,"Ongoing, recruitment ended",POL
6592,2053,Netherlands,"Authorised, recruitment pending",NLD
6593,2054,Austria,"Ongoing, recruitment ended",AUT
6594,2054,Germany,"Ongoing, recruitment ended",DEU
6595,2055,France,"Ongoing, recruiting",FRA
6596,2056,France,"Ongoing, recruiting",FRA
6597,2057,Netherlands,Ended,NLD
6598,2057,Spain,Ended,ESP
6599,2057,Germany,Ended,DEU
6600,2058,France,"Ongoing, recruitment ended",FRA
6601,2059,Italy,"Ongoing, recruiting",ITA
6602,2060,Poland,"Ongoing, recruiting",POL
6603,2061,Denmark,"Authorised, recruitment pending",DNK
6604,2062,Poland,"Ongoing, recruiting",POL
6605,2063,Germany,"Ongoing, recruitment ended",DEU
6606,2063,Bulgaria,"Ongoing, recruitment ended",BGR
6607,2063,Spain,"Ongoing, recruitment ended",ESP
6608,2063,France,"Ongoing, recruitment ended",FRA
6609,2063,Poland,"Ongoing, recruitment ended",POL
6610,2063,Italy,"Ongoing, recruitment ended",ITA
6611,2063,Austria,"Ongoing, recruitment ended",AUT
6612,2064,Italy,"Ongoing, recruitment ended",ITA
6613,2065,France,Ended,FRA
6614,2065,Germany,Ended,DEU
6615,2066,Netherlands,"Ongoing, recruiting",NLD
6616,2067,Italy,"Ongoing, recruiting",ITA
6617,2068,France,"Ongoing, recruiting",FRA
6618,2069,Spain,"Ongoing, recruiting",ESP
6619,2070,Denmark,"Ongoing, recruitment ended",DNK
6620,2071,Netherlands,Ended,NLD
6621,2072,Italy,"Ongoing, recruiting",ITA
6622,2073,Spain,"Ongoing, recruiting",ESP
6623,2073,Norway,"Ongoing, recruiting",NOR
6624,2073,Czechia,"Ongoing, recruiting",CZE
6625,2073,Netherlands,"Ongoing, recruiting",NLD
6626,2073,Germany,"Authorised, recruiting",DEU
6627,2073,Belgium,"Ongoing, recruiting",BEL
6628,2073,Italy,"Ongoing, recruiting",ITA
6629,2073,Poland,"Authorised, recruiting",POL
6630,2073,France,"Ongoing, recruiting",FRA
6631,2073,Greece,"Ongoing, recruiting",GRC
6632,2073,Denmark,"Authorised, recruiting",DNK
6633,2073,Austria,"Authorised, recruiting",AUT
6634,2074,Spain,Ended,ESP
6635,2074,Czechia,Ended,CZE
6636,2074,Italy,Ended,ITA
6637,2074,Poland,Ended,POL
6638,2075,Spain,Ended,ESP
6639,2075,France,Ended,FRA
6640,2076,France,"Authorised, recruitment pending",FRA
6641,2077,France,"Ongoing, recruiting",FRA
6642,2077,Spain,"Ongoing, recruiting",ESP
6643,2078,Netherlands,"Ongoing, recruiting",NLD
6644,2079,Netherlands,"Ongoing, recruiting",NLD
6645,2080,Hungary,"Ongoing, recruitment ended",HUN
6646,2080,Spain,"Ongoing, recruitment ended",ESP
6647,2080,France,"Ongoing, recruitment ended",FRA
6648,2080,Ireland,"Ongoing, recruitment ended",IRL
6649,2080,Portugal,"Ongoing, recruitment ended",PRT
6650,2080,Belgium,"Ongoing, recruitment ended",BEL
6651,2080,Germany,"Ongoing, recruitment ended",DEU
6652,2080,Poland,"Ongoing, recruitment ended",POL
6653,2081,France,"Ongoing, recruiting",FRA
6654,2082,France,Ended,FRA
6655,2082,Italy,Ended,ITA
6656,2082,Netherlands,Ended,NLD
6657,2082,Germany,Ended,DEU
6658,2083,Belgium,"Ongoing, recruiting",BEL
6659,2083,Italy,"Ongoing, recruiting",ITA
6660,2083,France,"Ongoing, recruiting",FRA
6661,2083,Spain,"Ongoing, recruiting",ESP
6662,2083,Greece,"Ongoing, recruiting",GRC
6663,2083,Germany,"Ongoing, recruiting",DEU
6664,2084,Spain,Ended,ESP
6665,2084,Slovakia,Ended,SVK
6666,2084,Romania,Ended,ROU
6667,2084,Italy,Ended,ITA
6668,2085,Italy,"Ongoing, recruiting",ITA
6669,2085,Sweden,"Ongoing, recruiting",SWE
6670,2085,Finland,"Ongoing, recruiting",FIN
6671,2085,Spain,"Ongoing, recruiting",ESP
6672,2085,Norway,"Ongoing, recruiting",NOR
6673,2085,Greece,"Ongoing, recruiting",GRC
6674,2086,Czechia,"Ongoing, recruitment ended",CZE
6675,2086,Spain,"Ongoing, recruitment ended",ESP
6676,2086,Belgium,Ended,BEL
6677,2086,France,"Ongoing, recruitment ended",FRA
6678,2086,Germany,Ended,DEU
6679,2087,Spain,"Ongoing, recruiting",ESP
6680,2087,Italy,"Ongoing, recruiting",ITA
6681,2087,Romania,"Ongoing, recruiting",ROU
6682,2087,France,"Ongoing, recruiting",FRA
6683,2088,Italy,Ended,ITA
6684,2088,Romania,"Ongoing, recruitment ended",ROU
6685,2088,Spain,Ended,ESP
6686,2088,Slovakia,"Ongoing, recruitment ended",SVK
6687,2089,Spain,"Authorised, recruitment pending",ESP
6688,2089,Italy,"Authorised, recruitment pending",ITA
6689,2090,Germany,"Ongoing, recruiting",DEU
6690,2091,Denmark,"Ongoing, recruiting",DNK
6691,2092,France,Ended,FRA
6692,2093,Netherlands,Ended,NLD
6693,2093,Spain,Ended,ESP
6694,2093,Italy,Ended,ITA
6695,2093,France,Ended,FRA
6696,2094,Netherlands,"Authorised, recruitment pending",NLD
6697,2095,France,"Ongoing, recruiting",FRA
6698,2096,Italy,"Ongoing, recruiting",ITA
6699,2097,Spain,Ended,ESP
6700,2097,Poland,Ended,POL
6701,2097,Belgium,Ended,BEL
6702,2097,Denmark,Ended,DNK
6703,2098,Poland,"Ongoing, recruitment ended",POL
6704,2098,Spain,"Ongoing, recruitment ended",ESP
6705,2099,Belgium,Ended,BEL
6706,2100,Belgium,Ended,BEL
6707,2100,Hungary,Ended,HUN
6708,2100,France,Ended,FRA
6709,2100,Italy,Ended,ITA
6710,2100,Portugal,Ended,PRT
6711,2100,Spain,Ended,ESP
6712,2100,Poland,"Ongoing, recruitment ended",POL
6713,2101,Belgium,Ended,BEL
6714,2102,France,"Ongoing, recruiting",FRA
6715,2102,Poland,"Ongoing, recruiting",POL
6716,2102,Germany,"Ongoing, recruiting",DEU
6717,2102,Spain,"Ongoing, recruiting",ESP
6718,2103,Spain,"Ongoing, recruiting",ESP
6719,2104,Spain,"Ongoing, recruiting",ESP
6720,2105,France,"Ongoing, recruitment ended",FRA
6721,2105,Italy,"Ongoing, recruitment ended",ITA
6722,2105,Spain,"Ongoing, recruitment ended",ESP
6723,2105,Germany,"Ongoing, recruitment ended",DEU
6724,2105,Netherlands,"Ongoing, recruitment ended",NLD
6725,2106,Poland,"Ongoing, recruiting",POL
6726,2107,Netherlands,"Ongoing, recruiting",NLD
6727,2108,France,"Ongoing, recruiting",FRA
6728,2109,Italy,"Ongoing, recruiting",ITA
6729,2110,Austria,Ended,AUT
6730,2110,Italy,Ended,ITA
6731,2110,Lithuania,Ended,LTU
6732,2110,France,Ended,FRA
6733,2111,Spain,"Ongoing, recruitment ended",ESP
6734,2111,Romania,"Ongoing, recruitment ended",ROU
6735,2111,Germany,"Ongoing, recruitment ended",DEU
6736,2112,Austria,"Authorised, recruitment pending",AUT
6737,2112,Germany,"Authorised, recruitment pending",DEU
6738,2112,Denmark,"Authorised, recruitment pending",DNK
6739,2112,Ireland,"Authorised, recruitment pending",IRL
6740,2113,Germany,Ended,DEU
6741,2113,Italy,Ended,ITA
6742,2113,Spain,Ended,ESP
6743,2114,France,"Ongoing, recruiting",FRA
6744,2114,Spain,"Ongoing, recruiting",ESP
6745,2114,Italy,"Ongoing, recruiting",ITA
6746,2115,Spain,Ended,ESP
6747,2115,Portugal,Ended,PRT
6748,2116,Spain,Ended,ESP
6749,2117,Romania,"Ongoing, recruiting",ROU
6750,2117,Spain,"Ongoing, recruiting",ESP
6751,2117,Austria,"Ongoing, recruiting",AUT
6752,2117,Italy,"Ongoing, recruiting",ITA
6753,2117,Estonia,"Authorised, recruiting",EST
6754,2117,Lithuania,"Ongoing, recruiting",LTU
6755,2117,Denmark,"Ongoing, recruiting",DNK
6756,2117,Latvia,"Ongoing, recruiting",LVA
6757,2117,Germany,"Ongoing, recruiting",DEU
6758,2117,France,"Ongoing, recruiting",FRA
6759,2117,Poland,"Ongoing, recruiting",POL
6760,2117,Sweden,"Ongoing, recruiting",SWE
6761,2117,Hungary,"Ongoing, recruiting",HUN
6762,2117,Belgium,"Authorised, recruiting",BEL
6763,2117,Slovakia,"Ongoing, recruiting",SVK
6764,2117,Bulgaria,"Ongoing, recruiting",BGR
6765,2118,Italy,Ended,ITA
6766,2118,Greece,Ended,GRC
6767,2118,Austria,Ended,AUT
6768,2118,Netherlands,Ended,NLD
6769,2118,Hungary,Ended,HUN
6770,2118,Czechia,Ended,CZE
6771,2118,Poland,Ended,POL
6772,2118,Belgium,Ended,BEL
6773,2118,Spain,Ended,ESP
6774,2118,Portugal,Ended,PRT
6775,2118,France,Ended,FRA
6776,2119,Italy,"Ongoing, recruiting",ITA
6777,2120,Belgium,"Authorised, recruitment pending",BEL
6778,2120,France,"Authorised, recruitment pending",FRA
6779,2121,Germany,"Ongoing, recruiting",DEU
6780,2122,Belgium,"Ongoing, recruiting",BEL
6781,2122,France,"Ongoing, recruiting",FRA
6782,2122,Germany,"Ongoing, recruiting",DEU
6783,2122,Ireland,"Ongoing, recruiting",IRL
6784,2122,Italy,"Ongoing, recruiting",ITA
6785,2122,Greece,"Ongoing, recruiting",GRC
6786,2122,Portugal,"Ongoing, recruiting",PRT
6787,2122,Cyprus,"Ongoing, recruiting",CYP
6788,2122,Netherlands,"Ongoing, recruiting",NLD
6789,2122,Spain,"Ongoing, recruiting",ESP
6790,2122,Sweden,"Ongoing, recruiting",SWE
6791,2123,France,"Ongoing, recruiting",FRA
6792,2124,Netherlands,Ended,NLD
6793,2125,Italy,"Ongoing, recruiting",ITA
6794,2126,Poland,Ended,POL
6795,2127,Denmark,"Ongoing, recruiting",DNK
6796,2128,Italy,"Ongoing, recruiting",ITA
6797,2129,Netherlands,"Ongoing, recruiting",NLD
6798,2130,France,"Ongoing, recruiting",FRA
6799,2131,France,"Authorised, recruitment pending",FRA
6800,2132,Italy,"Ongoing, recruiting",ITA
6801,2133,Italy,"Ongoing, recruiting",ITA
6802,2134,Netherlands,"Authorised, recruitment pending",NLD
6803,2135,Spain,"Ongoing, recruiting",ESP
6804,2136,Denmark,Ended,DNK
6805,2136,Poland,Ended,POL
6806,2136,Ireland,Ended,IRL
6807,2137,France,"Ongoing, recruitment ended",FRA
6808,2137,Austria,"Ongoing, recruitment ended",AUT
6809,2137,Germany,"Ongoing, recruitment ended",DEU
6810,2137,Netherlands,"Ongoing, recruitment ended",NLD
6811,2137,Spain,"Ongoing, recruitment ended",ESP
6812,2137,Romania,"Ongoing, recruitment ended",ROU
6813,2137,Belgium,"Ongoing, recruitment ended",BEL
6814,2137,Italy,"Ongoing, recruitment ended",ITA
6815,2138,Hungary,"Authorised, recruiting",HUN
6816,2138,Bulgaria,"Ongoing, recruiting",BGR
6817,2138,Czechia,"Ongoing, recruiting",CZE
6818,2138,Slovakia,"Ongoing, recruiting",SVK
6819,2138,Netherlands,"Ongoing, recruiting",NLD
6820,2138,Spain,"Ongoing, recruiting",ESP
6821,2138,Greece,"Ongoing, recruiting",GRC
6822,2138,Finland,"Ongoing, recruiting",FIN
6823,2138,Belgium,"Ongoing, recruiting",BEL
6824,2138,Sweden,"Ongoing, recruiting",SWE
6825,2138,Poland,"Ongoing, recruiting",POL
6826,2138,Germany,"Ongoing, recruiting",DEU
6827,2138,France,"Authorised, recruiting",FRA
6828,2138,Italy,"Ongoing, recruiting",ITA
6829,2139,Ireland,"Ongoing, recruitment ended",IRL
6830,2139,Austria,"Ongoing, recruitment ended",AUT
6831,2139,Germany,"Ongoing, recruitment ended",DEU
6832,2139,Spain,"Ongoing, recruitment ended",ESP
6833,2139,Romania,"Ongoing, recruitment ended",ROU
6834,2139,Poland,"Ongoing, recruitment ended",POL
6835,2139,Italy,"Ongoing, recruitment ended",ITA
6836,2139,Hungary,"Ongoing, recruitment ended",HUN
6837,2139,Netherlands,"Ongoing, recruitment ended",NLD
6838,2139,France,"Ongoing, recruitment ended",FRA
6839,2139,Czechia,"Ongoing, recruitment ended",CZE
6840,2139,Belgium,"Ongoing, recruitment ended",BEL
6841,2140,Germany,"Ongoing, recruiting",DEU
6842,2141,France,"Ongoing, recruiting",FRA
6843,2142,Netherlands,"Authorised, recruitment pending",NLD
6844,2143,Germany,"Authorised, recruitment pending",DEU
6845,2144,Italy,Temporarily halted,ITA
6846,2144,France,Temporarily halted,FRA
6847,2144,Spain,Temporarily halted,ESP
6848,2145,Germany,"Ongoing, recruitment ended",DEU
6849,2146,Netherlands,"Authorised, recruitment pending",NLD
6850,2147,Netherlands,"Ongoing, recruiting",NLD
6851,2147,Greece,"Ongoing, recruiting",GRC
6852,2147,Denmark,"Ongoing, recruiting",DNK
6853,2147,Poland,"Ongoing, recruiting",POL
6854,2147,Spain,"Ongoing, recruiting",ESP
6855,2147,Italy,"Ongoing, recruiting",ITA
6856,2147,Norway,"Ongoing, recruiting",NOR
6857,2147,Germany,"Ongoing, recruiting",DEU
6858,2147,Hungary,"Ongoing, recruiting",HUN
6859,2147,Belgium,"Ongoing, recruiting",BEL
6860,2147,Finland,"Ongoing, recruiting",FIN
6861,2147,Sweden,"Ongoing, recruiting",SWE
6862,2147,Austria,"Ongoing, recruiting",AUT
6863,2147,Ireland,"Ongoing, recruiting",IRL
6864,2147,France,"Ongoing, recruiting",FRA
6865,2147,Czechia,"Ongoing, recruiting",CZE
6866,2148,Denmark,"Ongoing, recruiting",DNK
6867,2149,Belgium,"Ongoing, recruiting",BEL
6868,2149,Germany,"Ongoing, recruiting",DEU
6869,2149,Italy,"Ongoing, recruiting",ITA
6870,2149,France,"Ongoing, recruiting",FRA
6871,2149,Netherlands,"Ongoing, recruiting",NLD
6872,2150,France,"Authorised, recruitment pending",FRA
6873,2151,Sweden,"Ongoing, recruiting",SWE
6874,2151,Finland,"Ongoing, recruiting",FIN
6875,2152,Italy,"Ongoing, recruiting",ITA
6876,2152,Germany,"Authorised, recruitment pending",DEU
6877,2152,Poland,"Ongoing, recruiting",POL
6878,2152,France,"Ongoing, recruiting",FRA
6879,2152,Denmark,"Ongoing, recruiting",DNK
6880,2152,Spain,"Ongoing, recruiting",ESP
6881,2153,France,Ended,FRA
6882,2154,Belgium,"Authorised, recruitment pending",BEL
6883,2154,Spain,"Authorised, recruitment pending",ESP
6884,2155,Hungary,"Ongoing, recruiting",HUN
6885,2155,Greece,"Ongoing, recruiting",GRC
6886,2155,Poland,"Ongoing, recruiting",POL
6887,2155,France,"Ongoing, recruiting",FRA
6888,2156,Spain,"Ongoing, recruiting",ESP
6889,2157,France,"Ongoing, recruiting",FRA
6890,2158,Italy,"Ongoing, recruiting",ITA
6891,2159,France,"Ongoing, recruiting",FRA
6892,2160,France,Ended,FRA
6893,2161,Norway,Ended,NOR
6894,2161,France,Ended,FRA
6895,2161,Hungary,Ended,HUN
6896,2161,Spain,Ended,ESP
6897,2161,Germany,Ended,DEU
6898,2161,Netherlands,Ended,NLD
6899,2161,Sweden,Ended,SWE
6900,2161,Latvia,Ended,LVA
6901,2161,Czechia,Ended,CZE
6902,2161,Austria,Ended,AUT
6903,2161,Italy,Ended,ITA
6904,2161,Ireland,Ended,IRL
6905,2162,Belgium,Ended,BEL
6906,2162,Spain,Ended,ESP
6907,2163,Italy,Ended,ITA
6908,2164,Netherlands,"Ongoing, recruiting",NLD
6909,2165,Spain,"Ongoing, recruiting",ESP
6910,2166,Norway,"Ongoing, recruiting",NOR
6911,2166,Denmark,"Ongoing, recruiting",DNK
6912,2166,Netherlands,"Ongoing, recruiting",NLD
6913,2166,Lithuania,"Ongoing, recruiting",LTU
6914,2166,Finland,"Ongoing, recruiting",FIN
6915,2166,Germany,"Ongoing, recruiting",DEU
6916,2166,Ireland,"Ongoing, recruiting",IRL
6917,2166,Iceland,"Ongoing, recruiting",ISL
6918,2166,France,"Ongoing, recruiting",FRA
6919,2166,Belgium,"Ongoing, recruiting",BEL
6920,2166,Estonia,"Ongoing, recruiting",EST
6921,2166,Sweden,"Ongoing, recruiting",SWE
6922,2166,Portugal,"Ongoing, recruiting",PRT
6923,2166,Spain,"Authorised, recruitment pending",ESP
6924,2167,Denmark,"Ongoing, recruitment ended",DNK
6925,2168,Spain,Ended,ESP
6926,2168,France,Ended,FRA
6927,2169,Spain,"Authorised, recruiting",ESP
6928,2169,France,"Ongoing, recruiting",FRA
6929,2170,Sweden,Ended,SWE
6930,2171,Germany,"Ongoing, recruiting",DEU
6931,2171,Spain,"Ongoing, recruiting",ESP
6932,2171,France,"Ongoing, recruiting",FRA
6933,2171,Hungary,"Authorised, recruitment pending",HUN
6934,2171,Italy,"Authorised, recruitment pending",ITA
6935,2172,France,Temporarily halted,FRA
6936,2172,Spain,Temporarily halted,ESP
6937,2172,Hungary,Temporarily halted,HUN
6938,2172,Austria,Temporarily halted,AUT
6939,2172,Italy,Temporarily halted,ITA
6940,2172,Belgium,Temporarily halted,BEL
6941,2172,Romania,Temporarily halted,ROU
6942,2173,Italy,"Ongoing, recruitment ended",ITA
6943,2173,Spain,"Ongoing, recruitment ended",ESP
6944,2173,Germany,"Ongoing, recruitment ended",DEU
6945,2173,France,"Ongoing, recruitment ended",FRA
6946,2174,Spain,"Ongoing, recruiting",ESP
6947,2175,Spain,"Ongoing, recruitment ended",ESP
6948,2175,Denmark,"Ongoing, recruitment ended",DNK
6949,2175,Netherlands,"Ongoing, recruitment ended",NLD
6950,2175,Belgium,"Ongoing, recruitment ended",BEL
6951,2175,Norway,"Ongoing, recruitment ended",NOR
6952,2175,Portugal,"Ongoing, recruitment ended",PRT
6953,2175,Czechia,"Ongoing, recruitment ended",CZE
6954,2175,Austria,"Ongoing, recruitment ended",AUT
6955,2175,Italy,"Ongoing, recruitment ended",ITA
6956,2175,France,"Ongoing, recruitment ended",FRA
6957,2175,Sweden,"Ongoing, recruitment ended",SWE
6958,2176,France,"Ongoing, recruiting",FRA
6959,2177,France,"Ongoing, recruiting",FRA
6960,2178,Netherlands,Ended,NLD
6961,2179,Poland,"Ongoing, recruiting",POL
6962,2179,Hungary,"Ongoing, recruiting",HUN
6963,2179,Czechia,"Ongoing, recruiting",CZE
6964,2179,Spain,"Ongoing, recruiting",ESP
6965,2179,Germany,"Ongoing, recruiting",DEU
6966,2179,Bulgaria,"Ongoing, recruiting",BGR
6967,2179,Italy,"Ongoing, recruiting",ITA
6968,2180,Italy,"Ongoing, recruiting",ITA
6969,2181,Spain,"Ongoing, recruitment ended",ESP
6970,2182,France,"Authorised, recruiting",FRA
6971,2182,Spain,"Ongoing, recruiting",ESP
6972,2183,Italy,Ended,ITA
6973,2184,France,"Authorised, recruitment pending",FRA
6974,2184,Sweden,"Authorised, recruitment pending",SWE
6975,2185,Italy,"Ongoing, recruitment ended",ITA
6976,2185,Czechia,Ended,CZE
6977,2185,Greece,Ended,GRC
6978,2185,Hungary,"Ongoing, recruitment ended",HUN
6979,2185,Belgium,"Ongoing, recruitment ended",BEL
6980,2185,Denmark,Ended,DNK
6981,2185,Poland,Ended,POL
6982,2185,Spain,"Ongoing, recruitment ended",ESP
6983,2185,France,"Ongoing, recruitment ended",FRA
6984,2186,France,"Ongoing, recruiting",FRA
6985,2187,Spain,"Ongoing, recruiting",ESP
6986,2187,France,"Ongoing, recruiting",FRA
6987,2188,Slovakia,"Ongoing, recruitment ended",SVK
6988,2188,Ireland,"Ongoing, recruitment ended",IRL
6989,2188,Bulgaria,"Ongoing, recruitment ended",BGR
6990,2188,Romania,Ended,ROU
6991,2188,Poland,Ended,POL
6992,2188,Greece,Ended,GRC
6993,2188,Portugal,"Ongoing, recruitment ended",PRT
6994,2188,Finland,"Ongoing, recruitment ended",FIN
6995,2188,Spain,"Ongoing, recruitment ended",ESP
6996,2188,Italy,"Ongoing, recruitment ended",ITA
6997,2188,Germany,"Ongoing, recruitment ended",DEU
6998,2188,Czechia,"Ongoing, recruitment ended",CZE
6999,2188,Denmark,Ended,DNK
7000,2188,Hungary,"Ongoing, recruitment ended",HUN
7001,2188,Belgium,"Ongoing, recruitment ended",BEL
7002,2188,France,"Ongoing, recruitment ended",FRA
7003,2189,Spain,Ended,ESP
7004,2190,France,"Authorised, recruitment pending",FRA
7005,2191,France,"Ongoing, recruitment ended",FRA
7006,2191,Spain,"Ongoing, recruitment ended",ESP
7007,2191,Portugal,"Ongoing, recruitment ended",PRT
7008,2191,Germany,"Ongoing, recruitment ended",DEU
7009,2191,Poland,"Ongoing, recruitment ended",POL
7010,2191,Greece,"Ongoing, recruitment ended",GRC
7011,2191,Belgium,"Ongoing, recruitment ended",BEL
7012,2191,Finland,"Ongoing, recruitment ended",FIN
7013,2191,Italy,"Ongoing, recruitment ended",ITA
7014,2191,Sweden,Ended,SWE
7015,2191,Netherlands,"Ongoing, recruitment ended",NLD
7016,2191,Austria,"Ongoing, recruitment ended",AUT
7017,2191,Denmark,"Ongoing, recruitment ended",DNK
7018,2192,Belgium,Ended,BEL
7019,2192,Netherlands,Ended,NLD
7020,2192,Spain,Ended,ESP
7021,2193,France,"Ongoing, recruiting",FRA
7022,2194,Belgium,"Ongoing, recruiting",BEL
7023,2194,Czechia,"Ongoing, recruiting",CZE
7024,2194,Spain,"Ongoing, recruiting",ESP
7025,2195,Czechia,"Ongoing, recruiting",CZE
7026,2196,Sweden,"Authorised, recruitment pending",SWE
7027,2197,Germany,Ended,DEU
7028,2197,Poland,Ended,POL
7029,2197,Italy,Ended,ITA
7030,2197,France,Ended,FRA
7031,2198,Netherlands,Ended,NLD
7032,2199,Sweden,Ended,SWE
7033,2200,France,"Authorised, recruitment pending",FRA
7034,2201,Italy,"Authorised, recruitment pending",ITA
7035,2201,Slovakia,"Authorised, recruitment pending",SVK
7036,2201,Spain,"Authorised, recruitment pending",ESP
7037,2201,Poland,"Authorised, recruitment pending",POL
7038,2201,Czechia,"Authorised, recruitment pending",CZE
7039,2201,Germany,"Authorised, recruitment pending",DEU
7040,2202,Belgium,"Ongoing, recruiting",BEL
7041,2202,France,"Ongoing, recruiting",FRA
7042,2202,Netherlands,"Ongoing, recruiting",NLD
7043,2203,France,"Authorised, recruitment pending",FRA
7044,2204,Belgium,"Ongoing, recruitment ended",BEL
7045,2205,Italy,"Ongoing, recruiting",ITA
7046,2206,Germany,"Authorised, recruiting",DEU
7047,2206,Italy,"Ongoing, recruiting",ITA
7048,2206,Norway,"Ongoing, recruiting",NOR
7049,2206,France,"Ongoing, recruiting",FRA
7050,2207,Spain,"Ongoing, recruitment ended",ESP
7051,2207,Poland,Ended,POL
7052,2207,Germany,Ended,DEU
7053,2207,Portugal,Ended,PRT
7054,2207,Czechia,Ended,CZE
7055,2207,Belgium,"Ongoing, recruitment ended",BEL
7056,2207,France,"Ongoing, recruitment ended",FRA
7057,2207,Greece,Ended,GRC
7058,2207,Italy,"Ongoing, recruitment ended",ITA
7059,2208,Belgium,Ended,BEL
7060,2208,Portugal,Ended,PRT
7061,2208,Italy,Ended,ITA
7062,2208,Spain,Ended,ESP
7063,2208,Norway,Ended,NOR
7064,2208,France,Ended,FRA
7065,2208,Netherlands,Ended,NLD
7066,2208,Ireland,Ended,IRL
7067,2209,France,"Ongoing, recruitment ended",FRA
7068,2209,Netherlands,"Ongoing, recruitment ended",NLD
7069,2209,Italy,"Ongoing, recruitment ended",ITA
7070,2209,Greece,"Ongoing, recruitment ended",GRC
7071,2210,France,Ended,FRA
7072,2211,Spain,Ended,ESP
7073,2212,Germany,"Authorised, recruitment pending",DEU
7074,2213,Spain,"Ongoing, recruiting",ESP
7075,2214,Germany,"Ongoing, recruitment ended",DEU
7076,2214,Italy,"Ongoing, recruitment ended",ITA
