,trial_id,country_name,recruitment_status,country_iso3
0,0,Spain,Not authorised,ESP
1,1,Poland,Not authorised,POL
2,1,Italy,Not authorised,ITA
3,1,Germany,Not authorised,DEU
4,1,Sweden,Not authorised,SWE
5,1,Austria,Not authorised,AUT
6,1,France,Not authorised,FRA
7,1,Spain,Not authorised,ESP
8,1,Ireland,Not authorised,IRL
9,1,Belgium,Not authorised,BEL
10,2,Italy,"Ongoing, recruiting",ITA
11,3,Italy,Not authorised,ITA
12,4,Sweden,"Authorised, recruitment pending",SWE
13,4,Finland,"Authorised, recruitment pending",FIN
14,5,Netherlands,"Ongoing, recruitment ended",NLD
15,6,Spain,Not authorised,ESP
16,7,Denmark,Not authorised,DNK
17,8,Romania,"Authorised, recruitment pending",ROU
18,8,Bulgaria,"Authorised, recruitment pending",BGR
19,9,Belgium,"Authorised, recruitment pending",BEL
20,10,France,"Ongoing, recruiting",FRA
21,11,Spain,Not authorised,ESP
22,11,Romania,Not authorised,ROU
23,12,Netherlands,"Authorised, recruitment pending",NLD
24,13,Spain,Not authorised,ESP
25,13,Italy,Not authorised,ITA
26,14,Italy,"Ongoing, recruitment ended",ITA
27,15,Spain,Not authorised,ESP
28,16,France,"Ongoing, recruiting",FRA
29,17,Sweden,"Ongoing, recruitment ended",SWE
30,18,Spain,"Authorised, recruitment pending",ESP
31,19,Netherlands,"Ongoing, recruitment ended",NLD
32,19,Belgium,"Ongoing, recruitment ended",BEL
33,19,Sweden,"Ongoing, recruitment ended",SWE
34,20,Finland,"Ongoing, recruiting",FIN
35,20,Netherlands,"Ongoing, recruiting",NLD
36,20,Belgium,"Ongoing, recruiting",BEL
37,20,Sweden,"Ongoing, recruiting",SWE
38,20,Spain,"Ongoing, recruiting",ESP
39,20,Denmark,"Ongoing, recruiting",DNK
40,20,Norway,"Ongoing, recruiting",NOR
41,21,France,"Ongoing, recruitment ended",FRA
42,22,Netherlands,"Ongoing, recruiting",NLD
43,23,France,"Authorised, recruitment pending",FRA
44,24,Netherlands,"Ongoing, recruiting",NLD
45,25,Germany,Ended,DEU
46,26,Spain,"Authorised, recruitment pending",ESP
47,27,France,"Authorised, recruitment pending",FRA
48,28,Germany,Not authorised,DEU
49,29,Italy,"Ongoing, recruiting",ITA
50,30,Netherlands,"Ongoing, recruiting",NLD
51,31,Sweden,"Authorised, recruitment pending",SWE
52,32,Spain,Not authorised,ESP
53,33,Spain,"Ongoing, recruitment ended",ESP
54,33,Belgium,"Ongoing, recruitment ended",BEL
55,33,Netherlands,"Ongoing, recruitment ended",NLD
56,34,Netherlands,"Ongoing, recruiting",NLD
57,35,Netherlands,"Authorised, recruitment pending",NLD
58,36,Czechia,"Ongoing, recruiting",CZE
59,36,Netherlands,"Ongoing, recruiting",NLD
60,36,Italy,"Ongoing, recruiting",ITA
61,36,Spain,"Ongoing, recruiting",ESP
62,36,Denmark,"Ongoing, recruiting",DNK
63,36,Finland,"Ongoing, recruiting",FIN
64,36,France,"Ongoing, recruiting",FRA
65,36,Norway,"Ongoing, recruiting",NOR
66,36,Belgium,"Ongoing, recruiting",BEL
67,36,Austria,"Ongoing, recruiting",AUT
68,37,Belgium,Ended,BEL
69,38,France,"Ongoing, recruiting",FRA
70,39,Italy,"Ongoing, recruiting",ITA
71,40,Sweden,"Authorised, recruitment pending",SWE
72,41,Italy,"Ongoing, recruiting",ITA
73,42,France,Ended,FRA
74,42,Spain,Ended,ESP
75,42,Italy,Ended,ITA
76,43,Spain,Not authorised,ESP
77,43,Slovenia,Not authorised,SVN
78,43,Poland,Not authorised,POL
79,43,France,Not authorised,FRA
80,43,Cyprus,Not authorised,CYP
81,44,Spain,Ended,ESP
82,44,Germany,Ended,DEU
83,44,France,Ended,FRA
84,45,France,"Ongoing, recruitment ended",FRA
85,46,Norway,"Authorised, recruitment pending",NOR
86,47,Italy,"Authorised, recruitment pending",ITA
87,48,Denmark,"Ongoing, recruitment ended",DNK
88,49,Hungary,"Ongoing, recruitment ended",HUN
89,49,Czechia,"Ongoing, recruitment ended",CZE
90,50,Netherlands,"Ongoing, recruitment ended",NLD
91,50,Italy,"Ongoing, recruitment ended",ITA
92,51,Spain,"Ongoing, recruiting",ESP
93,52,Italy,"Ongoing, recruiting",ITA
94,53,France,"Ongoing, recruiting",FRA
95,54,Italy,"Ongoing, recruitment ended",ITA
96,55,Netherlands,"Ongoing, recruitment ended",NLD
97,56,Austria,"Ongoing, recruiting",AUT
98,57,France,"Ongoing, recruitment ended",FRA
99,57,Germany,"Ongoing, recruitment ended",DEU
100,58,Netherlands,Ended,NLD
101,59,Finland,Ended,FIN
102,60,Netherlands,"Ongoing, recruiting",NLD
103,61,Norway,"Ongoing, recruiting",NOR
104,61,Ireland,"Ongoing, recruiting",IRL
105,62,Italy,"Ongoing, recruiting",ITA
106,63,France,"Ongoing, recruiting",FRA
107,64,France,"Ongoing, recruitment ended",FRA
108,64,Italy,"Ongoing, recruitment ended",ITA
109,65,Portugal,Ended,PRT
110,66,Spain,"Ongoing, recruitment ended",ESP
111,66,France,Ended,FRA
112,67,Spain,Ended,ESP
113,68,Denmark,"Ongoing, recruitment ended",DNK
114,69,France,Ended,FRA
115,70,Spain,"Ongoing, recruitment ended",ESP
116,71,Belgium,"Ongoing, recruitment ended",BEL
117,72,Czechia,"Ongoing, recruiting",CZE
118,73,Netherlands,"Ongoing, recruitment ended",NLD
119,74,France,"Ongoing, recruiting",FRA
120,75,Sweden,"Authorised, recruitment pending",SWE
121,76,France,"Ongoing, recruiting",FRA
122,77,Italy,Ended,ITA
123,77,Norway,Ended,NOR
124,77,Spain,Ended,ESP
125,77,France,Ended,FRA
126,77,Denmark,Ended,DNK
127,77,Belgium,Ended,BEL
128,77,Austria,Ended,AUT
129,77,Germany,Ended,DEU
130,77,Czechia,Ended,CZE
131,77,Lithuania,Ended,LTU
132,78,Poland,Ended,POL
133,78,Romania,Ended,ROU
134,79,Denmark,Ended,DNK
135,80,France,Ended,FRA
136,80,Italy,Ended,ITA
137,80,Spain,Ended,ESP
138,81,France,Ended,FRA
139,82,Netherlands,Ended,NLD
140,83,Germany,Ended,DEU
141,83,Netherlands,Ended,NLD
142,83,France,Ended,FRA
143,84,Italy,"Ongoing, recruiting",ITA
144,85,France,"Ongoing, recruiting",FRA
145,86,Netherlands,Ended,NLD
146,86,France,Ended,FRA
147,86,Portugal,Ended,PRT
148,86,Germany,Ended,DEU
149,86,Belgium,Ended,BEL
150,86,Spain,Ended,ESP
151,86,Norway,Ended,NOR
152,86,Italy,Ended,ITA
153,87,France,Ended,FRA
154,88,Spain,Ended,ESP
155,88,Belgium,Ended,BEL
156,88,France,Ended,FRA
157,89,Spain,"Ongoing, recruiting",ESP
158,90,Poland,"Ongoing, recruiting",POL
159,91,Belgium,"Ongoing, recruiting",BEL
160,92,Spain,"Ongoing, recruitment ended",ESP
161,93,Italy,"Authorised, recruitment pending",ITA
162,94,Spain,"Ongoing, recruitment ended",ESP
163,95,Germany,"Ongoing, recruitment ended",DEU
164,96,Netherlands,"Authorised, recruitment pending",NLD
165,97,France,Ended,FRA
166,97,Norway,Ended,NOR
167,97,Italy,Ended,ITA
168,97,Sweden,Ended,SWE
169,97,Spain,Ended,ESP
170,98,Netherlands,"Ongoing, recruiting",NLD
171,99,Sweden,"Ongoing, recruiting",SWE
172,100,Slovakia,"Authorised, recruitment pending",SVK
173,101,Spain,Ended,ESP
174,102,Spain,Not authorised,ESP
175,103,Spain,"Ongoing, recruiting",ESP
176,104,Spain,"Ongoing, recruitment ended",ESP
177,104,France,"Ongoing, recruitment ended",FRA
178,105,France,"Ongoing, recruiting",FRA
179,106,Germany,Ended,DEU
180,107,Poland,Ended,POL
181,107,Italy,Ended,ITA
182,108,Italy,"Authorised, recruitment pending",ITA
183,109,France,"Ongoing, recruiting",FRA
184,110,France,"Ongoing, recruitment ended",FRA
185,111,Netherlands,"Ongoing, recruiting",NLD
186,112,Germany,"Ongoing, recruiting",DEU
187,112,Spain,"Ongoing, recruiting",ESP
188,113,Poland,"Ongoing, recruitment ended",POL
189,113,Belgium,"Ongoing, recruitment ended",BEL
190,114,Spain,Ended,ESP
191,114,France,Ended,FRA
192,115,France,Ended,FRA
193,116,Spain,Ended,ESP
194,117,Netherlands,Ended,NLD
195,118,Spain,Ended,ESP
196,118,Denmark,Ended,DNK
197,118,Italy,Ended,ITA
198,118,Finland,Ended,FIN
199,118,Germany,Ended,DEU
200,118,Belgium,Ended,BEL
201,118,France,Ended,FRA
202,118,Austria,Ended,AUT
203,118,Poland,Ended,POL
204,119,Spain,Ended,ESP
205,119,Hungary,Ended,HUN
206,120,Netherlands,"Ongoing, recruitment ended",NLD
207,121,Spain,Ended,ESP
208,122,Netherlands,"Ongoing, recruiting",NLD
209,122,Belgium,"Ongoing, recruiting",BEL
210,123,Belgium,Ended,BEL
211,124,Germany,Ended,DEU
212,125,Netherlands,"Ongoing, recruitment ended",NLD
213,126,France,Ended,FRA
214,126,Spain,Ended,ESP
215,126,Germany,Ended,DEU
216,127,Spain,"Ongoing, recruiting",ESP
217,127,France,"Ongoing, recruiting",FRA
218,128,Germany,"Ongoing, recruitment ended",DEU
219,129,Denmark,"Ongoing, recruiting",DNK
220,130,Spain,Ended,ESP
221,131,Belgium,"Ongoing, recruitment ended",BEL
222,132,Denmark,"Ongoing, recruitment ended",DNK
223,132,Germany,"Ongoing, recruitment ended",DEU
224,132,Hungary,"Ongoing, recruitment ended",HUN
225,132,Greece,"Ongoing, recruitment ended",GRC
226,132,Norway,"Ongoing, recruitment ended",NOR
227,132,Italy,"Ongoing, recruitment ended",ITA
228,132,France,"Ongoing, recruitment ended",FRA
229,132,Czechia,"Ongoing, recruitment ended",CZE
230,132,Poland,"Ongoing, recruitment ended",POL
231,132,Spain,"Ongoing, recruitment ended",ESP
232,132,Lithuania,"Ongoing, recruitment ended",LTU
233,133,France,"Ongoing, recruiting",FRA
234,133,Belgium,"Ongoing, recruiting",BEL
235,133,Netherlands,"Ongoing, recruiting",NLD
236,134,Greece,Ended,GRC
237,134,France,Ended,FRA
238,134,Spain,Ended,ESP
239,134,Poland,Ended,POL
240,135,France,"Authorised, recruitment pending",FRA
241,136,Netherlands,Ended,NLD
242,137,Netherlands,"Ongoing, recruiting",NLD
243,137,Italy,"Authorised, recruitment pending",ITA
244,138,Ireland,Ended,IRL
245,138,Spain,Ended,ESP
246,138,Belgium,Ended,BEL
247,138,Czechia,Ended,CZE
248,138,Germany,Ended,DEU
249,138,France,Ended,FRA
250,138,Italy,Ended,ITA
251,138,Denmark,Ended,DNK
252,138,Finland,Ended,FIN
253,138,Sweden,Ended,SWE
254,138,Poland,Ended,POL
255,138,Hungary,Ended,HUN
256,139,Belgium,Ended,BEL
257,139,Netherlands,Ended,NLD
258,140,Spain,"Ongoing, recruiting",ESP
259,141,Germany,"Ongoing, recruitment ended",DEU
260,142,France,Ended,FRA
261,143,Spain,Ended,ESP
262,144,Germany,Ended,DEU
263,145,Spain,Ended,ESP
264,145,Belgium,Ended,BEL
265,145,Sweden,Ended,SWE
266,145,Germany,Ended,DEU
267,145,Denmark,Ended,DNK
268,145,Poland,Ended,POL
269,146,Netherlands,"Ongoing, recruiting",NLD
270,147,Slovakia,"Ongoing, recruitment ended",SVK
271,148,France,"Authorised, recruitment pending",FRA
272,149,Norway,Ended,NOR
273,149,Denmark,Ended,DNK
274,149,Portugal,Ended,PRT
275,149,Romania,Ended,ROU
276,149,Spain,Ended,ESP
277,149,France,Ended,FRA
278,150,France,"Authorised, recruitment pending",FRA
279,151,Spain,"Ongoing, recruitment ended",ESP
280,152,France,"Ongoing, recruiting",FRA
281,153,Italy,"Ongoing, recruiting",ITA
282,154,France,Temporarily halted,FRA
283,155,France,"Ongoing, recruitment ended",FRA
284,156,France,"Ongoing, recruitment ended",FRA
285,157,Hungary,Ended,HUN
286,157,Ireland,Ended,IRL
287,157,Spain,Ended,ESP
288,157,France,Ended,FRA
289,157,Germany,Ended,DEU
290,157,Poland,Ended,POL
291,158,Hungary,"Ongoing, recruitment ended",HUN
292,158,Spain,"Ongoing, recruitment ended",ESP
293,158,Belgium,"Ongoing, recruitment ended",BEL
294,158,Czechia,"Ongoing, recruitment ended",CZE
295,158,Italy,"Ongoing, recruitment ended",ITA
296,159,Italy,Ended,ITA
297,159,Spain,Ended,ESP
298,160,Romania,Ended,ROU
299,160,Italy,Ended,ITA
300,160,Bulgaria,Ended,BGR
301,161,Italy,"Ongoing, recruiting",ITA
302,162,Spain,Ended,ESP
303,163,Norway,Ended,NOR
304,163,Austria,Ended,AUT
305,163,Netherlands,Ended,NLD
306,163,Germany,Ended,DEU
307,163,Denmark,Ended,DNK
308,163,Sweden,Ended,SWE
309,164,Netherlands,"Ongoing, recruiting",NLD
310,164,France,"Ongoing, recruiting",FRA
311,164,Spain,"Ongoing, recruiting",ESP
312,165,Italy,Ended,ITA
313,165,Spain,Ended,ESP
314,165,France,Ended,FRA
315,165,Belgium,Ended,BEL
316,166,France,"Ongoing, recruiting",FRA
317,167,Spain,Temporarily halted,ESP
318,167,Germany,Temporarily halted,DEU
319,168,Netherlands,"Ongoing, recruiting",NLD
320,169,France,"Ongoing, recruiting",FRA
321,170,Denmark,"Ongoing, recruiting",DNK
322,171,Spain,"Ongoing, recruitment ended",ESP
323,171,Czechia,Ended,CZE
324,171,Germany,"Ongoing, recruitment ended",DEU
325,171,France,"Ongoing, recruitment ended",FRA
326,171,Italy,Ended,ITA
327,172,Poland,Ended,POL
328,173,Sweden,"Ongoing, recruiting",SWE
329,174,Sweden,"Ongoing, recruitment ended",SWE
330,174,Iceland,"Ongoing, recruitment ended",ISL
331,174,Denmark,"Ongoing, recruitment ended",DNK
332,175,Italy,Ended,ITA
333,175,Spain,Ended,ESP
334,175,France,Ended,FRA
335,176,Netherlands,"Ongoing, recruitment ended",NLD
336,177,Germany,"Ongoing, recruiting",DEU
337,178,Poland,Ended,POL
338,178,Greece,Ended,GRC
339,178,Slovakia,Ended,SVK
340,178,Czechia,Ended,CZE
341,178,Spain,Ended,ESP
342,179,Germany,"Ongoing, recruitment ended",DEU
343,179,Spain,"Ongoing, recruitment ended",ESP
344,179,Greece,"Ongoing, recruitment ended",GRC
345,179,Italy,"Ongoing, recruitment ended",ITA
346,180,Greece,"Ongoing, recruitment ended",GRC
347,181,Sweden,Ended,SWE
348,181,France,Ended,FRA
349,181,Bulgaria,Ended,BGR
350,181,Italy,Ended,ITA
351,181,Hungary,Ended,HUN
352,181,Czechia,Ended,CZE
353,181,Germany,Ended,DEU
354,182,Netherlands,"Ongoing, recruitment ended",NLD
355,182,Norway,"Ongoing, recruitment ended",NOR
356,182,Iceland,"Ongoing, recruitment ended",ISL
357,182,Estonia,"Ongoing, recruitment ended",EST
358,182,Sweden,"Ongoing, recruitment ended",SWE
359,183,Spain,Ended,ESP
360,183,Austria,Ended,AUT
361,183,Germany,Ended,DEU
362,184,France,"Ongoing, recruitment ended",FRA
363,184,Germany,"Authorised, recruitment pending",DEU
364,184,Spain,"Authorised, recruitment pending",ESP
365,184,Italy,"Authorised, recruitment pending",ITA
366,184,Austria,"Authorised, recruitment pending",AUT
367,185,Italy,Ended,ITA
368,186,Germany,"Ongoing, recruiting",DEU
369,186,Italy,"Ongoing, recruiting",ITA
370,186,France,"Ongoing, recruiting",FRA
371,187,France,"Ongoing, recruiting",FRA
372,188,Spain,Ended,ESP
373,189,Finland,Ended,FIN
374,189,Poland,Ended,POL
375,189,Spain,Ended,ESP
376,190,France,Ended,FRA
377,190,Czechia,Ended,CZE
378,190,Italy,Ended,ITA
379,190,Spain,Ended,ESP
380,190,Poland,Ended,POL
381,191,Spain,"Ongoing, recruiting",ESP
382,191,France,"Ongoing, recruiting",FRA
383,191,Italy,"Ongoing, recruiting",ITA
384,191,Netherlands,"Ongoing, recruiting",NLD
385,191,Germany,"Ongoing, recruiting",DEU
386,192,Austria,Ended,AUT
387,192,Germany,Ended,DEU
388,192,Italy,Ended,ITA
389,192,Netherlands,Ended,NLD
390,193,Spain,Ended,ESP
391,193,Germany,Ended,DEU
392,194,Denmark,Ended,DNK
393,195,France,"Ongoing, recruitment ended",FRA
394,195,Italy,"Ongoing, recruitment ended",ITA
395,195,Spain,"Ongoing, recruitment ended",ESP
396,195,Germany,"Ongoing, recruitment ended",DEU
397,196,Spain,"Ongoing, recruitment ended",ESP
398,196,Germany,"Ongoing, recruitment ended",DEU
399,196,France,"Ongoing, recruitment ended",FRA
400,197,Spain,Ended,ESP
401,197,France,"Ongoing, recruitment ended",FRA
402,198,Italy,"Ongoing, recruitment ended",ITA
403,199,Germany,Ended,DEU
404,200,Spain,"Ongoing, recruiting",ESP
405,201,France,Ended,FRA
406,202,Denmark,"Ongoing, recruiting",DNK
407,203,Spain,"Ongoing, recruiting",ESP
408,203,Italy,"Ongoing, recruiting",ITA
409,203,France,"Ongoing, recruiting",FRA
410,203,Netherlands,"Ongoing, recruiting",NLD
411,203,Denmark,"Ongoing, recruiting",DNK
412,204,Italy,"Ongoing, recruitment ended",ITA
413,205,Belgium,"Authorised, recruitment pending",BEL
414,206,France,"Ongoing, recruiting",FRA
415,207,Netherlands,Ended,NLD
416,208,Denmark,"Ongoing, recruiting",DNK
417,208,Norway,"Ongoing, recruiting",NOR
418,208,Sweden,"Ongoing, recruiting",SWE
419,208,Austria,"Ongoing, recruiting",AUT
420,209,Finland,Ended,FIN
421,210,Greece,Not authorised,GRC
422,211,Norway,"Ongoing, recruiting",NOR
423,212,Sweden,Ended,SWE
424,212,Italy,Ended,ITA
425,212,France,Ended,FRA
426,213,Italy,"Ongoing, recruiting",ITA
427,213,France,"Ongoing, recruiting",FRA
428,213,Spain,"Ongoing, recruiting",ESP
429,214,Greece,"Ongoing, recruiting",GRC
430,215,Spain,Ended,ESP
431,215,Belgium,Ended,BEL
432,215,Netherlands,Ended,NLD
433,216,Netherlands,"Ongoing, recruiting",NLD
434,217,France,"Ongoing, recruiting",FRA
435,218,Czechia,"Ongoing, recruiting",CZE
436,218,Germany,"Ongoing, recruiting",DEU
437,218,Belgium,"Ongoing, recruiting",BEL
438,218,Spain,"Ongoing, recruiting",ESP
439,218,Austria,"Ongoing, recruiting",AUT
440,218,Italy,"Ongoing, recruiting",ITA
441,218,Finland,"Ongoing, recruiting",FIN
442,218,France,"Ongoing, recruiting",FRA
443,218,Sweden,"Ongoing, recruiting",SWE
444,218,Norway,"Ongoing, recruiting",NOR
445,218,Poland,"Ongoing, recruiting",POL
446,219,Belgium,"Ongoing, recruitment ended",BEL
447,219,France,"Ongoing, recruitment ended",FRA
448,220,France,"Ongoing, recruiting",FRA
449,221,Austria,"Ongoing, recruiting",AUT
450,222,Germany,"Authorised, recruitment pending",DEU
451,222,Italy,"Authorised, recruitment pending",ITA
452,223,Netherlands,"Ongoing, recruiting",NLD
453,224,France,"Ongoing, recruitment ended",FRA
454,224,Spain,"Ongoing, recruitment ended",ESP
455,225,Belgium,"Ongoing, recruiting",BEL
456,226,Germany,"Ongoing, recruiting",DEU
457,227,France,"Ongoing, recruiting",FRA
458,228,Denmark,Ended,DNK
459,229,France,Ended,FRA
460,229,Germany,Ended,DEU
461,229,Spain,Ended,ESP
462,230,Spain,Ended,ESP
463,230,Germany,Ended,DEU
464,230,France,Ended,FRA
465,231,Sweden,Ended,SWE
466,232,Spain,"Ongoing, recruiting",ESP
467,233,Spain,Temporarily halted,ESP
468,234,Poland,Ended,POL
469,234,Spain,Ended,ESP
470,234,Germany,Ended,DEU
471,234,Hungary,Ended,HUN
472,234,Italy,Ended,ITA
473,235,Spain,"Ongoing, recruiting",ESP
474,235,Italy,"Ongoing, recruiting",ITA
475,236,Netherlands,Ended,NLD
476,237,Spain,Ended,ESP
477,237,France,Ended,FRA
478,237,Poland,Ended,POL
479,237,Germany,Ended,DEU
480,237,Italy,Ended,ITA
481,237,Austria,Ended,AUT
482,237,Greece,Ended,GRC
483,238,Belgium,"Ongoing, recruitment ended",BEL
484,238,Netherlands,"Ongoing, recruitment ended",NLD
485,239,Spain,Ended,ESP
486,240,Netherlands,"Ongoing, recruiting",NLD
487,241,Spain,Ended,ESP
488,242,Belgium,"Ongoing, recruitment ended",BEL
489,242,Germany,"Ongoing, recruitment ended",DEU
490,242,Spain,"Ongoing, recruitment ended",ESP
491,243,Germany,"Ongoing, recruiting",DEU
492,244,Greece,"Ongoing, recruitment ended",GRC
493,245,Italy,"Ongoing, recruitment ended",ITA
494,245,Poland,"Ongoing, recruitment ended",POL
495,245,Lithuania,"Ongoing, recruitment ended",LTU
496,245,Austria,"Ongoing, recruitment ended",AUT
497,245,Hungary,Ended,HUN
498,245,France,"Ongoing, recruitment ended",FRA
499,245,Finland,Ended,FIN
500,245,Germany,"Ongoing, recruitment ended",DEU
501,245,Czechia,"Ongoing, recruitment ended",CZE
502,245,Spain,"Ongoing, recruitment ended",ESP
503,246,Denmark,Ended,DNK
504,246,Poland,Ended,POL
505,246,Spain,Ended,ESP
506,246,Germany,Ended,DEU
507,246,France,Ended,FRA
508,247,France,Ended,FRA
509,247,Italy,Ended,ITA
510,247,Germany,Ended,DEU
511,247,Spain,Ended,ESP
512,248,Spain,"Ongoing, recruiting",ESP
513,249,Spain,"Ongoing, recruiting",ESP
514,249,France,"Ongoing, recruiting",FRA
515,250,Germany,Ended,DEU
516,250,Sweden,Ended,SWE
517,250,France,Ended,FRA
518,250,Netherlands,Ended,NLD
519,250,Spain,Ended,ESP
520,251,Netherlands,"Ongoing, recruitment ended",NLD
521,252,Germany,"Ongoing, recruiting",DEU
522,253,Latvia,Ended,LVA
523,253,Ireland,Ended,IRL
524,253,Italy,Ended,ITA
525,253,Czechia,Ended,CZE
526,253,Spain,Ended,ESP
527,253,Germany,Ended,DEU
528,253,Sweden,Ended,SWE
529,253,France,Ended,FRA
530,253,Norway,Ended,NOR
531,253,Hungary,Ended,HUN
532,253,Austria,Ended,AUT
533,253,Netherlands,Ended,NLD
534,254,France,Ended,FRA
535,255,France,"Authorised, recruitment pending",FRA
536,256,Germany,Ended,DEU
537,256,Spain,Ended,ESP
538,257,France,"Ongoing, recruiting",FRA
539,258,Netherlands,"Ongoing, recruiting",NLD
540,259,Netherlands,"Ongoing, recruiting",NLD
541,260,Denmark,"Ongoing, recruiting",DNK
542,261,Norway,"Authorised, recruitment pending",NOR
543,262,Spain,"Ongoing, recruitment ended",ESP
544,263,France,"Ongoing, recruiting",FRA
545,264,Italy,"Authorised, recruitment pending",ITA
546,265,Italy,"Ongoing, recruiting",ITA
547,266,Germany,"Ongoing, recruiting",DEU
548,266,Greece,"Ongoing, recruiting",GRC
549,267,Spain,"Ongoing, recruitment ended",ESP
550,268,Czechia,"Ongoing, recruitment ended",CZE
551,268,France,"Ongoing, recruitment ended",FRA
552,268,Ireland,"Ongoing, recruitment ended",IRL
553,268,Austria,"Ongoing, recruitment ended",AUT
554,268,Denmark,"Ongoing, recruitment ended",DNK
555,268,Finland,"Ongoing, recruitment ended",FIN
556,268,Greece,"Ongoing, recruitment ended",GRC
557,268,Sweden,"Ongoing, recruitment ended",SWE
558,268,Netherlands,"Ongoing, recruitment ended",NLD
559,268,Italy,"Ongoing, recruitment ended",ITA
560,268,Spain,"Ongoing, recruitment ended",ESP
561,268,Belgium,"Ongoing, recruitment ended",BEL
562,268,Poland,"Ongoing, recruitment ended",POL
563,268,Norway,"Ongoing, recruitment ended",NOR
564,268,Germany,"Ongoing, recruitment ended",DEU
565,269,Spain,"Ongoing, recruiting",ESP
566,269,Poland,"Ongoing, recruiting",POL
567,270,Germany,"Authorised, recruiting",DEU
568,271,Spain,"Ongoing, recruiting",ESP
569,272,Netherlands,"Authorised, recruiting",NLD
570,273,France,"Authorised, recruitment pending",FRA
571,274,Netherlands,"Authorised, recruiting",NLD
572,275,Spain,"Ongoing, recruiting",ESP
573,276,Spain,"Authorised, recruiting",ESP
574,277,Spain,Ended,ESP
575,277,Poland,Ended,POL
576,277,France,Ended,FRA
577,277,Belgium,"Ongoing, recruitment ended",BEL
578,277,Italy,Ended,ITA
579,277,Netherlands,Ended,NLD
580,277,Germany,Ended,DEU
581,278,France,"Ongoing, recruitment ended",FRA
582,279,Italy,"Ongoing, recruiting",ITA
583,279,France,"Ongoing, recruiting",FRA
584,279,Spain,"Ongoing, recruiting",ESP
585,279,Netherlands,"Ongoing, recruiting",NLD
586,280,Finland,Ended,FIN
587,281,Italy,Ended,ITA
588,281,France,"Ongoing, recruitment ended",FRA
589,281,Poland,"Ongoing, recruitment ended",POL
590,281,Spain,Ended,ESP
591,282,Netherlands,"Ongoing, recruiting",NLD
592,283,Sweden,"Ongoing, recruiting",SWE
593,283,Germany,"Ongoing, recruiting",DEU
594,283,Denmark,"Ongoing, recruiting",DNK
595,283,Poland,"Ongoing, recruiting",POL
596,283,Norway,"Ongoing, recruiting",NOR
597,283,Finland,"Ongoing, recruiting",FIN
598,283,Czechia,"Ongoing, recruiting",CZE
599,283,France,"Ongoing, recruiting",FRA
600,283,Spain,"Ongoing, recruiting",ESP
601,283,Netherlands,"Ongoing, recruiting",NLD
602,283,Austria,"Ongoing, recruiting",AUT
603,283,Belgium,"Ongoing, recruiting",BEL
604,283,Ireland,"Ongoing, recruiting",IRL
605,283,Italy,"Ongoing, recruiting",ITA
606,284,Italy,"Ongoing, recruiting",ITA
607,284,Bulgaria,"Ongoing, recruiting",BGR
608,284,Belgium,"Ongoing, recruiting",BEL
609,284,Austria,"Ongoing, recruiting",AUT
610,284,Romania,"Ongoing, recruiting",ROU
611,284,Germany,"Ongoing, recruiting",DEU
612,284,Czechia,"Ongoing, recruiting",CZE
613,284,Netherlands,"Ongoing, recruiting",NLD
614,284,France,"Ongoing, recruiting",FRA
615,284,Portugal,"Ongoing, recruiting",PRT
616,284,Poland,"Ongoing, recruiting",POL
617,284,Hungary,"Ongoing, recruiting",HUN
618,284,Spain,"Ongoing, recruiting",ESP
619,285,France,"Ongoing, recruitment ended",FRA
620,285,Denmark,"Ongoing, recruitment ended",DNK
621,285,Sweden,"Ongoing, recruitment ended",SWE
622,285,Belgium,"Ongoing, recruitment ended",BEL
623,285,Poland,"Ongoing, recruitment ended",POL
624,285,Germany,"Ongoing, recruiting",DEU
625,285,Italy,"Ongoing, recruitment ended",ITA
626,285,Spain,"Ongoing, recruitment ended",ESP
627,286,Bulgaria,Ended,BGR
628,286,Italy,"Ongoing, recruitment ended",ITA
629,286,Poland,"Ongoing, recruitment ended",POL
630,286,Spain,"Ongoing, recruitment ended",ESP
631,286,Belgium,"Ongoing, recruitment ended",BEL
632,286,Greece,"Ongoing, recruitment ended",GRC
633,286,Hungary,"Ongoing, recruitment ended",HUN
634,286,Czechia,"Ongoing, recruitment ended",CZE
635,286,Denmark,"Ongoing, recruitment ended",DNK
636,286,France,"Ongoing, recruitment ended",FRA
637,286,Germany,"Ongoing, recruitment ended",DEU
638,286,Netherlands,"Ongoing, recruitment ended",NLD
639,286,Portugal,"Ongoing, recruitment ended",PRT
640,286,Romania,"Ongoing, recruitment ended",ROU
641,286,Austria,Ended,AUT
642,286,Ireland,Ended,IRL
643,287,France,"Ongoing, recruiting",FRA
644,288,Slovakia,"Ongoing, recruitment ended",SVK
645,288,Poland,"Ongoing, recruitment ended",POL
646,288,Spain,"Ongoing, recruitment ended",ESP
647,288,Hungary,"Ongoing, recruitment ended",HUN
648,288,Romania,Ended,ROU
649,288,Czechia,"Ongoing, recruitment ended",CZE
650,288,Austria,"Ongoing, recruitment ended",AUT
651,289,Germany,"Ongoing, recruiting",DEU
652,290,France,"Ongoing, recruiting",FRA
653,290,Spain,"Ongoing, recruiting",ESP
654,291,Spain,"Ongoing, recruitment ended",ESP
655,292,Ireland,"Authorised, recruitment pending",IRL
